retailer,name,address,region,postal_code,latitude,longitude,maps_url,is_active,fase,casa_loy_blanco,casa_loy_reposado,casa_loy_cristalino,casa_loy_anejo,casa_loy_piedra_y_agave_blanco,taddel_plata,taddel_reposado,taddel_cristalino,tierra_zafiro_blanco,tierra_zafiro_blanco_100_pure,tierra_zafiro_reposado,tierra_zafiro_cristalino,creado_en,casa_loy_piedra_y_agave_reposado,pdv,cdc,cl,td,tz
Cimarron Liquors of Firestone,,,usa,80504,40.1620039,-104.9452787,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,,
Circus Liquor,,,usa,91601,34.1724669,-118.3699596,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,,
Clandestino Gastro Bar,,,usa,91702,34.133805,-117.9039749,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,,
Clubhouse Liquor Wine Deli,,,usa,92260,33.7217327,-116.3822471,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,,
Coaltrain Fine Wine,,"330 W Uintah St, Colorado Springs, CO 80905",usa,80905,38.8513609,-104.8305742,https://maps.app.goo.gl/uEKA3qeuRC6KjzyC9,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,,true
Coast Liquor,,,usa,92651,33.5318179,-117.7752431,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,,
Colonial Wines & Spirits,,"11200 W Markham St, Little Rock, AR 72211",usa,72211,34.7543607,-92.3988927,https://maps.app.goo.gl/PX7zi9YtBa7QMP8KA,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,true,
Colorado Liquor Outlet,,"1615 Briargate Blvd, Colorado Springs, CO 80920, EE. UU.",usa,80920,38.944654,-104.796939,https://maps.app.goo.gl/NEapT5RpsZYRVcrL8,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,true,
Colorado Marketplace Liquor,,,usa,80005,39.8834613,-104.942219,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Columbine Valley Liquors,,,usa,80016,39.610074,-105.0348752,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Con Azucar,,"2319 8th Ave, Greeley, CO 80631",usa,80631,40.4006417,-104.6914293,https://maps.app.goo.gl/mVYDVoS59AhkyK6j8,true,Sofia Mejia,,,,,,,,,,,,,,,,false,true,,,true
Conchitas Authentic Mexican Tamales,,"545 North Ave A, Grand Junction, CO 81501",usa,81501,39.0771124,-108.5633112,https://maps.app.goo.gl/MuqrkQzPBpgbjdmL8,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,true,,,true
Coral Bay Wine & Spirits,,"3304 37th St Unit 1, Evans, CO 80620",usa,80620,40.376971,-104.7322027,https://maps.app.goo.gl/QSFSh6mErFP8dBGd7,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,true,
Cork & Bottle Liquor,,,usa,91746,34.0396406,-117.9979729,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Costa Mesa Wine & Spirits,,,usa,92626,33.6795792,-117.8939354,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Country Liquor Store,,,usa,90265,34.037354,-118.637413,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Craft-Y Beer Wine & Liquor,,"24300 E Smoky Hill Rd #108, Aurora, CO 80016",usa,80112,39.5951245,-104.7048585,https://maps.app.goo.gl/LXHLUhg6PTMuiysh7,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,,true
Cross Liquor Beer & Wine,,"US-82, Magnolia, AR 71753",usa,71753,33.2957816,-93.2518191,https://maps.app.goo.gl/9grt6mhvLy7Y5iYeA,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,,true
Crossroads Liquor & Deli,,,usa,93401,35.2608898,-120.6501756,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Crossties Liquor,,"2756 Pine Bluff St, Malvern, AR 72104, EE. UU.",usa,71728,34.0145037,-93.1029186,https://maps.app.goo.gl/abp7LWePD6vUCymv9,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,,true
Crown Liquor,,,usa,92543,33.7549727,-116.9722073,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Culichi Town DELANO,,,usa,93215,35.7470894,-119.2501086,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Cypress Craft Beers & Liquor,,,usa,90630,33.8290533,-118.0288153,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
D & B Liquors,,"201 Main St, Delta, CO 81416",usa,81416,38.7440356,-108.0712444,https://maps.app.goo.gl/Z3aW9qhc2eqv14GF7,true,Sofia Mejia,,,,,,,,,,,,,,,false,true,,,,true
D & B Liquors,,"7035 E Colfax Ave, Denver, CO 80220, EU",usa,80220,38.7440356,-108.0712444,https://maps.app.goo.gl/6KypW6184JHbL5as8,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,,true
Daddy's Liquor,,,usa,92336,34.1079027,-117.427968,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Damascus Liquor,,"16000 Hwy 65 S, Damascus, AR 72039",usa,72039,35.3833389,-92.3903808,https://maps.app.goo.gl/peLFKXFUQsTcCtHC7,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,true,,
Daveco Beer wine and spirits,,"16434 Washington St, Thornton, CO 80023",usa,80023,39.9948842,-104.9720183,https://maps.app.goo.gl/YQHMboW4u9EdWay77,true,Sofia Mejia,,,,,,,,,,,,,,,false,true,,,,true
Davidsons Beer,,,usa,80126,39.5657397,-104.923757,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,,
Davidsons Beer,,5555 Boatworks Dr,usa,80016,39.5966252,-104.8057472,https://maps.app.goo.gl/6APNde5nsxkwUqsGA,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,true,true,true
Delta Liquor Store,,"1560 S Main St, Delta, CO 81416",usa,81416,38.7266946,-108.0652414,https://maps.app.goo.gl/g9scwEFtuMPjxNHa6,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,,true
Denver Liquor Galaxy,,"8970 E Hampden Ave, Denver, CO 80231",usa,80231,39.6520215,-104.8824794,https://maps.app.goo.gl/GfUpJBudojtDWckP8,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,,true
Denver Liquor Outlet,,"900 E 104th Ave, Denver, CO 80233",usa,80233,39.8836637,-104.9741258,https://maps.app.goo.gl/cNRh1UTx4YosyXjm8,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,true,,
Denvers Best Liquor,,"7465 E Iliff Ave, Denver, CO 80231",usa,80231,39.6766578,-104.90202,https://maps.app.goo.gl/fcg9QYxP2N54wZCZA,true,Sofia Mejia,,,,,,,,,,,,,,,false,true,,,,true
DIA Liquor Warehouse,," 4739 N Yampa St, Denver, CO 80249",usa,80249,39.782505,-104.7749328,https://maps.app.goo.gl/9J4UhntTpUe15vmQ7,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,true,true,true
Discount Liquor,,,usa,81004,38.2183113,-104.630577,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Discount Wine & Spirits,,"4754 U.S. Hwy 67, Benton, AR 72015",usa,72015,34.5420015,-92.6325999,https://maps.app.goo.gl/LYamFABfRbn6Qw1F7,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,true,,
Distillery Liquors,,"7195 E Hampden Ave, Denver, CO 80224",usa,80224,39.6536002,-104.9050086,https://maps.app.goo.gl/y2SsJT8LDR6nVF7M8,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,true,
Divine Wine & Spirits,,,usa,92111,32.7918586,-117.1759555,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Don Antonio's,,,usa,90064,34.0311893,-118.4470967,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Don Ricardo's Bar & Grill,,,usa,91006,34.1508092,-118.0251024,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Don's Liquors & Wine,,,usa,95121,37.3014909,-121.8227993,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Dos Hombres Restaurant,,"3245 I-70BL, Clifton, CO 81520",usa,81520,39.0913387,-108.4523639,https://maps.app.goo.gl/wgVHPdS6q1x1iUzDA,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,true,true,,
Eagle Liquor & Cigars,,"1020 Eagleridge Blvd, Pueblo, CO 81008",usa,81008,38.319983,-104.6219374,https://maps.app.goo.gl/ccFxDdNWcJX5NWBc8,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,,true
East Liquor,,,usa,33010,25.8300201,-80.2690886,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Eastside Liquor,,"9390 Rogers Ave, Fort Smith, AR 72903",usa,72903,35.3438806,-94.3283266,https://maps.app.goo.gl/ZfW4djqdREkbXwea8,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,true,,
El Cerrito Liquor,,,usa,92881,33.837175,-117.5241531,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
El Indio Botanas y Cerveza,,,usa,92701,33.7472868,-117.8702136,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
El Matador,,,usa,92627,33.6395887,-117.9197941,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
El Matador Mexican Bar & Grill,,"3412 Black Forest Dr, Fayetteville, AR 72704",usa,72704,36.0782388,-94.2092871,https://maps.app.goo.gl/qtxcDwJfqgZ9fdZY7,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,true,true,,
El Matatan The Finest Fusion Of Latin Cuisine,,,usa,92867,33.8089691,-117.8388264,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
El Pescador Bar & Grill,,,usa,91732,34.065408,-118.023595,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
El Pescador Restaurant,,,usa,90201,33.971754,-118.1644186,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
El Tenampa Mexican Restaurant,,,usa,34746,28.3106157,-81.4649556,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
El Tequileño Family Mexican Restaurant Arvada,,"12391 W 64th Ave, Arvada, CO 80004",usa,80004,39.6896052,-105.1183362,https://maps.app.goo.gl/WbS51aE5RWkUn9J39,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,true,true,
El Tequileño Family Mexican restaurant Aurora,,"2790 S Havana St X1, Aurora, CO 80014",usa,80014,39.7282155,-105.1788068,https://maps.app.goo.gl/ctPUD9h4QPcPYdzP6,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,true,true,
El Tequileño Family Mexican Restaurant Golden,,"15900 W Colfax Ave, Golden, CO 80401",usa,80401,39.6661459,-104.8644803,https://maps.app.goo.gl/UPSbRapDSHPwJ4xa7,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,true,true,true,
El Tequileño Family Mexican Restaurant Westminster,,"1535 S Kipling Pkwy, Lakewood, CO 80232",usa,80232,39.8130941,-105.136482,https://maps.app.goo.gl/GuuiybFxtQphaRS49,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,true,true,true,
El Toreo Liquor,,,usa,92703,33.745081,-117.887459,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
El Viejon Mariscos & Sushi,,,usa,90802,33.769457,-118.1908581,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
El Viejon Mariscos & Sushi,,,usa,92316,34.0710373,-117.3966116,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
El Viejon mariscos and sushi RESTAURANT,,,usa,92701,33.7464018,-117.8695484,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
El wero mariscos,,"601 N Thompson St Ste 105, Springdale, AR 72764",usa,72764,36.1900177,-94.1377561,https://maps.app.goo.gl/5AV3eCYEhns5spmR6,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,true,true,,
Emilio's Beverage Warehouse,,,usa,90706,33.875114,-118.143057,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Enterprise Liquor Store,,"12300 Stagecoach Rd, Little Rock, AR 72210",usa,72210,34.6470552,-92.443123,https://maps.app.goo.gl/WzdceXkmpsNxzm8s7,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,true,,
Escaya Wine & Spirits,,,usa,91913,32.6004958,-117.0001533,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Esperanzas Tequila Restaurant,,"226 W Colorado Ave, Telluride, CO 81435",usa,81435,37.9373827,-107.8123341,https://maps.app.goo.gl/wdoS8dmjjBHHMCmB6,,Sofia Mejia,,,,,,,,,,,,,,,,false,true,,,true
Europa Wine and Liquors,,"8727 E Dry Creek Rd, Centennial, CO 80112",usa,80128,39.581188,-104.8867747,https://maps.app.goo.gl/2MFTQQakUU4TGWYv5,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,true,true,
Evergreen Discount Liquors,,"3847 Evergreen Pkwy, Evergreen, CO 80439",usa,80015,39.6461575,-105.3402958,https://maps.app.goo.gl/Td7wtqS6BgLfsAFB8,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,true,,
Fairground Wine & Liquor+2:21:263H2631:263261:263,,"2771 B 1/2 Rd, Grand Junction, CO 81503",usa,81503,39.0408518,-108.5390375,https://maps.app.goo.gl/3ogMsMyEcEvUHbWw5,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,,true
FAYMOSA,,"1 E Center St Ste 160, Fayetteville, AR 72701",usa,72701,36.0622961,-94.1595315,https://maps.app.goo.gl/hHgqV8wBhcDiQjyp8,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,true,true,,
File Liquors,,,usa,,25.7689495,-80.3802502,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,11:59.4,false,,,,,
File Liquors,,,usa,,25.7689495,-80.3802502,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Firestone liquors,,"562 First St, Firestone, CO 80520",usa,80520,40.1137213,-104.9391206,https://maps.app.goo.gl/95GExVQh4oaJBaoq6,true,Sofia Mejia,,,,,,,,,,,,,,,false,true,,,,true
First Liquors,,"2960 S Federal Blvd #6, Denver, CO 80236",usa,80236,39.6624139,-105.0247003,https://maps.app.goo.gl/udCenzeifFh9WDHdA,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,true,true,true
Fish N Beer,,"3510 Larimer St, Denver, CO 80205",usa,80205,39.7670669,-104.9741191,https://maps.app.goo.gl/rLSDbzzCo8wjKHgY7,true,Sofia Mejia,,,,,,,,,,,,,,,,false,true,,,true
Fisher's Liquor Barn,,"2438 Patterson Rd, Grand Junction, CO 81505",usa,81505,39.0948249,-108.5995153,https://maps.app.goo.gl/X9aQ99XgSoAhJqZS6,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,,true
Five Parks Wine And Spirit,,"13825 W 85th Dr #130, Arvada, CO 80005",usa,80005,39.8493684,-105.1555653,https://maps.app.goo.gl/tcEGucBkzTM99Uj58,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,true,true,true
Fontana Liquor & Mini Market,,,usa,92336,34.109188,-117.4355746,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Fort Suds Liquor,,"640 14th St, Fort Lupton, CO 80621",usa,80516,40.0941862,-104.8119884,https://maps.app.goo.gl/mfMuBbx5apSnYZPr6,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,,true
Freedom liquor,,"5607 Barnes Rd #110, Colorado Springs, CO",usa,80917,38.8939307,-104.7233758,https://maps.app.goo.gl/7gzy9UjVuMBiLoWP7,true,Sofia Mejia,,,,,,,,,,,,,,,false,true,,,,true
Fun Junction Liquors,,"510 28 3/4 Rd Unit 202, Grand Junction, CO 81501",usa,81501,39.0783504,-108.5184037,https://maps.app.goo.gl/8ZtSPu6kVbCw3Kdr9,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,,true
G & D Liquor,,,usa,92832,33.8736408,-117.9415819,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Gardens Liquor Inc,,,usa,92843,33.7741288,-117.9308405,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Garvey Wholesale Beverage,,,usa,91770,34.0588949,-118.0892311,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Gateway Liquor,,"3751 Tower Rd, Aurora",usa,80205,39.7682904,-104.7729692,https://maps.app.goo.gl/ckqKYpitbJbm6iWT9,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,true,,
Gene’s Liquor Mart,,"704 N West Ave, El Dorado, AR 71730",usa,71730,33.218972,-92.6657792,https://maps.app.goo.gl/NPXHGACAjNGL3DqeA,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,,true
GK Market & Liquor,,,usa,91786,34.1062574,-117.6290219,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Glendale Liquor,,,usa,91205,34.142859,-118.237195,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Glenmar Liquor Wine,,,usa,91504,34.1972914,-118.325222,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Good Spirits Liquor & Vape Shop,,,usa,80126,39.5424152,-104.944987,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Gordy's Liquor,,,usa,91786,34.1068448,-117.6437823,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Grove Liquor & Vape,,"14344 Lincoln St, Thornton, CO 80023",usa,80602,39.9556933,-104.9830345,https://maps.app.goo.gl/7ABNQdrLSx6h2usGA,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,true,true,true
Taqueria Guadalajara #2,,"683 Horizon Dr #112, Grand Junction, CO 81506",usa,81506,39.1044054,-108.550029,https://maps.app.goo.gl/XNpt2D8WGFfrc8ww8,true,Sofia Mejia,,,,,,,,,,,,,,,,false,true,,,true
Guatemix,,"2111 S Old Missouri Rd, Springdale, AR 72764",usa,72764,36.1656374,-94.1192283,https://maps.app.goo.gl/sWCPjik9ZxmmXGU8A,true,Sofia Mejia,,,,,,,,,,,,,,,,false,true,true,,true
Guzzler,,"73 Sipprelle Dr D, Parachute, CO 81635",usa,81635,39.4433585,-108.0245581,https://maps.app.goo.gl/Zt8jiz6W1T6MHkdJ6,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,,true
Hacienda Azul Mexican Grill & Cantina,,"109 3rd Ave, LaSalle, CO 80645",usa,80645,40.3523888,-104.7008065,https://maps.app.goo.gl/QCHb7b32R84bzGLq8,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,true,true,true,true
Hacienda Real,,"842 N Summit Blvd, Frisco, CO 80443",usa,80443,39.589143,-106.0968037,https://maps.app.goo.gl/jbP6ZPsTHFsCc1vP8,true,Sofia Mejia,,,,,,,,,,,,,,,,false,true,,true,
Hacienda San Raphael Cocina Latina,,"1935 Main St, Longmont, CO 80501",usa,80501,40.1932973,-105.1028514,https://maps.app.goo.gl/xD5xAR9jdEDF7PpKA,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,true,true,,
Hacienda Tequilas,,,usa,93612,36.8136388,-119.7007807,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Hampton Beverage,,,usa,75154,32.5658924,-96.8572896,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Herradura Liquors,,,usa,33012,25.8711615,-80.3075932,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Hi Proof Whisky & Spirits & Wine,,,usa,92833,33.8942323,-117.9448712,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
High End Liquor,,,usa,92543,33.742414,-116.9719942,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
High Spirits Liquor,,"207 E Monroe Ave, Lowell, AR 72745",usa,72745,36.2536055,-94.1336492,https://maps.app.goo.gl/Dc2QBWWvoTR4BzEq5,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,true,,
Highland Park Liquors,," 1850 59th Ave, Greeley, CO 80634",usa,80634,40.4091932,-104.7746758,https://maps.app.goo.gl/7xFdkYbJrhGaE52YA,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,true,true,true
Highlands WineSeller,,,usa,,39.5424979,-104.9103119,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
HighPoint Liquor,,"18674 E Hampden Ave, Aurora, CO 80013",usa,80013,39.6515459,-104.770261,https://maps.app.goo.gl/pZqr6JxGKv1gmDUf8,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,true,true
Highway 64 Liquor,,"207 US-64, Wynne, AR 72396",usa,72396,35.253236,-90.784769,https://maps.app.goo.gl/GLAyopz6zdVWfy8Q6,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,,true
Hilltop Beverage,,"2116 Picture Point Dr, Windsor, CO 80550",usa,80550,40.4389705,-104.903434,https://maps.app.goo.gl/Cgq8X2P6i39Lg8eG7,true,Sofia Mejia,,,,,,,,,,,,,,,false,true,,true,,
Hilltop Liquors,,"19878 Hilltop Rd, Parker, CO 80134",usa,80134,39.509119,-104.757911,https://maps.app.goo.gl/PxVpZ2ro5ziaePR6A,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,,true
Hi-Time Wine Cellars,,,usa,92627,33.6329535,-117.9178938,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Hog Wild Wine & Spirits,,"7950 T P White Dr, Cabot, AR 72023",usa,72023,34.937275,-92.0551088,https://maps.app.goo.gl/NzhosNvzDdYWARJw6,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,true,,
Hotel Erwin Venice Beach,,,usa,90291,33.9871965,-118.4721248,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
House of Liquor,,,usa,91205,34.1424849,-118.2427006,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Hover Crossing Wine and Spirits,,"1844 Hover St, Longmont, CO 80501",usa,80501,34.9392211,-92.0747636,https://maps.app.goo.gl/NzhosNvzDdYWARJw6,true,Sofia Mejia,,,,,,,,,,,,,,,false,true,,true,true,true
Hugo's Colorado Beer & Spirits,,"1205 E 13th Ave, Denver, CO 80218",usa,80401,39.737003,-104.9727194,https://maps.app.goo.gl/g1cojAwGWXrqyaY76,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,true,,
Hwy 7 Liquor Warehouse,,,usa,80023,40.001829,-105.0126722,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Interquest Liquor,,,usa,80921,38.9901211,-104.8011653,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
J&J Liquor,,,usa,91342,34.3072814,-118.4498447,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Jaimes Mexican Restaurant,,"1910 S Depew St, Denver, CO 80227",usa,80227,39.6816285,-105.0570504,https://maps.app.goo.gl/3p7uiNe3wy4oQ6de7,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,true,true,true,true
Jaimes Mexican Restaurant 2,,"Parking lot, 608 Garrison St unit A, Lakewood, CO 80215",usa,80215,39.6816285,-105.0570504,https://maps.app.goo.gl/bttigVD3un4Kv2gD8,true,Sofia Mejia,,,,,,,,,,,,,,,,false,true,true,true,true
Jere's Liquors,,,usa,93010,34.2226635,-119.0431298,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Jewett's Liquor,,"3120 E Main St, Cañon City",usa,81212,38.4462078,-105.1914774,https://maps.app.goo.gl/h441bh4eim8jauBX9,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,true,,true
JFK Liquor,,"7517 AR-107, Sherwood, AR 72120",usa,72120,34.8235995,-92.2318345,https://maps.app.goo.gl/tGksrHhXXYt7MkL76,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,true,,
Jimmy's liquor & market,,,usa,92335,34.0918042,-117.4462136,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
JM Liquor,,,usa,92880,33.8916667,-117.5686111,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Judicious Spirits LLC,,"3055 US-62, Mountain Home, AR 72653",usa,72653,36.3133248,-92.4127889,https://maps.app.goo.gl/oRTgH7WLw3Sr5Jim7,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,,true
Keg N Bottle,,,usa,92111,32.807185,-117.1835648,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
King Solomon Liquor,,"4760 W Mineral Ave #30, Littleton, CO 80128",usa,80016,39.5802153,-105.0499505,https://maps.app.goo.gl/mbN1DfEasrM6EjjEA,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,,true
Kings Liquor,,,usa,92882,33.8799293,-117.5723761,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Klix Wine and Spirits,,"6945 Mesa Ridge Pkwy Suite 100, Fountain, CO 80817",usa,80817,38.716538,-104.6983619,https://maps.app.goo.gl/riCN1ZdcfycjXJyT8,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,,true
