retailer,name,address,region,postal_code,latitude,longitude,maps_url,is_active,fase,casa_loy_blanco,casa_loy_reposado,casa_loy_cristalino,casa_loy_anejo,casa_loy_piedra_y_agave_blanco,taddel_plata,taddel_reposado,taddel_cristalino,tierra_zafiro_blanco,tierra_zafiro_blanco_100_pure,tierra_zafiro_reposado,tierra_zafiro_cristalino,creado_en,casa_loy_piedra_y_agave_reposado,pdv,cdc,cl,td,tz
Peterson Discount Liquors,,"640 Peterson Rd, Colorado Springs, CO 80915",usa,80915,38.8412008,-104.7019437,https://maps.app.goo.gl/PzAu4L76UDCFf46FA,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,,true
Pete's 3.0,,"1560 North Ave Ste a, Grand Junction, CO 81501",usa,81416,38.7367711,-108.0758901,https://maps.app.goo.gl/Q8jRB8Y4Fp3qPSWJ6,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,,true
Pico Liquor,,,usa,90660,34.007415,-118.0822441,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Pig Trail Liquor,,"3329 N 18th St, Ozark, AR 72949",usa,72949,35.5158443,-93.8632226,https://maps.app.goo.gl/UKFBsDe7xWcPnKgZ7,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,true,,
Pioneer Club Tavern,,"505 S Main St, Breckenridge",usa,80424,39.4763255,-106.0452817,https://maps.app.goo.gl/DAvfq97PgDZQdYhE6,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,true,,,true
Pour Fellows,,"701 Main St, Grand Junction, CO 81501",usa,81501,39.0671391,-108.5608019,https://maps.app.goo.gl/KoPzpPTQ1piFmhzf7,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,true,true,,
Prairie Liquor,,"1659 S Prairie Ave, Pueblo, CO 81005",usa,81005,38.2393012,-104.6441434,https://maps.app.goo.gl/WXFam3Gkp7vhVqx99,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,true,
Prince Liquor,,"3420 Salem Rd, Benton, AR 72019",usa,72019,34.6181931,-92.538413,https://maps.app.goo.gl/dN1DwsgUsUH5mBDT8,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,true,,
Discount Liquor,,"1616 W Pueblo Blvd, Pueblo, CO 81004",usa,81004,38.2183113,-104.630577,https://maps.app.goo.gl/bwTwdDtrgPCiDkrL9,true,Sofia Mejia,,,,,,,,,,,,,,,false,true,,,,true
Purspirit Liquor,,"3970 M.L.K. Jr Blvd, Fayetteville, AR 72704",usa,72704,36.048968,-94.217421,https://maps.app.goo.gl/Fzh2YdRHUALwhFFw5,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,,true
Quality Liquor Store,,,usa,92116,32.7608295,-117.1393413,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Quicker Liquor,,,usa,92335,34.0766644,-117.435507,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Rafferty's Liquors,,"13328 I-30, Little Rock, AR 72210",usa,72210,34.6425478,-92.4423665,https://maps.app.goo.gl/eo6BjnoFPDqry1DY9,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,true,,true
Ramirez Beverage Center,,,usa,90023,34.0238063,-118.2182752,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Ramona Liquor,,,usa,91730,34.1072056,-117.5887704,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Rancho Liquor & Fine Cigar House,,,usa,92590,33.4974542,-117.1527284,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Raw Class Wine & Spirits,,,usa,91739,34.1067217,-117.5252377,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Red Barn Liquor Store,,"100 W Main St, Ozark, AR 72949",usa,72949,35.5394867,-93.7326723,https://maps.app.goo.gl/f8MeTJEBbae5Khdh9,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,,true
Red Carpet Liquor Store,,,usa,90802,33.7678738,-118.1826491,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Redlands Liquor,,"2518 S Broadway B7, Grand Junction, CO 81507",usa,81507,39.0669572,-108.5877698,https://maps.app.goo.gl/xGbeNuw4ZfiTTHyB8,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,true,,,true
Remedy Liquor & Wine Cellar,,,usa,91201,34.1710959,-118.2901832,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
RiNo Fine Wine and Spirits,," 3083 Brighton Blvd, Denver, CO 80216",usa,80216,39.4730894,-107.269143,https://maps.app.goo.gl/HogFcQVD5NJvhjqv7,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,,true
Rhumba Girl Liquors,,"1310 CO-133, Carbondale, CO 81623",usa,81623,39.3977569,-107.2164931,https://maps.app.goo.gl/cev7LSXrDaxYKvBr7,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,,true
RJ's Wine & Spirits,,"4321 Corbett Dr #100, Fort Collins, CO 80525",usa,80525,40.5259708,-105.0272929,https://maps.app.goo.gl/46NGcxZU7AB6zqrW6,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,,true
Rodeo Ranch Market,,,usa,92860,33.9388599,-117.5284548,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Rodero's Liquor Store,,,usa,91342,34.2899941,-118.4502819,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Ruben's Grill + Cantina,,"6020 Stallion Dr, Loveland, CO 80538",usa,80538,40.4363591,-104.9886946,https://maps.app.goo.gl/ae32W7gfUKfNgb9u5,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,true,true,,
Rudy's LA,,,usa,90022,34.0331164,-118.1515909,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Rumbo 52 Cocina & Cantina,,"3768 State Hwy 52, Erie",usa,80516,40.0872322,-104.9836951,https://maps.app.goo.gl/P4ou1k2VU6yVFpPS7,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,true,,
Ruskin Liquor & Drive-thru,,"3784 Airport Rd, Colorado Springs, CO 80910",usa,80910,38.8259143,-104.7586057,https://maps.app.goo.gl/C3SMYHBJm4tUBd1p8,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,,true
Salute Wine & Spirits,,"10700 W Markham St, Little Rock, AR 72211",usa,72211,34.7543274,-92.3929936,https://maps.app.goo.gl/hotwS3QoTT7tQgcF6,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,true,,
Sam's Liquor,,,usa,92630,33.662774,-117.6679616,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
San Francisco Tequila Shop,,,usa,94110,37.7389814,-122.4145816,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
San Juan Wine & Liquors,,"177 Sherman St, Ridgway, CO 81432",usa,81432,38.1517731,-107.7506742,https://maps.app.goo.gl/QqLcFBUykNkpZ3sb7,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,,true
Sandy's Deli-Liquor,,,usa,93401,35.2781237,-120.6661609,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Santo Fish,,,usa,90660,33.9700973,-118.1033828,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Sav-A-Minit Markets Inc,,,usa,92335,34.099898,-117.4187758,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Sharp County Bootlegger,,"582 Hwy 62 412, Ash Flat, AR 72513",usa,72513,36.2495765,-91.6169204,https://maps.app.goo.gl/VDHkZZyVMTuRwmce7,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,,true
Sherwood Beverage,,"4099 E Kiehl Ave, Sherwood, AR 72120",usa,72120,34.8326269,-92.1867477,https://maps.app.goo.gl/TohdBiiiV8sPCRar5,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,,
Slice n' Roll Pizza Pub,,"141 E 4th St, Loveland, CO 80537",usa,80537,40.395599,-105.0747352,https://maps.app.goo.gl/cUuZhG5zZFi8gWj19,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,true,,,true
Snow Leopard Barbershop - Denver,,"3070 Blake St, Denver, CO 80205",usa,80205,39.7642277,-104.9809955,https://maps.app.goo.gl/q8vzQHH1vHkk82cG8,true,Sofia Mejia,,,,,,,,,,,,,,,,false,true,,,true
SoCo Liquor Mart,,"4410 Dillon Dr, Pueblo, CO 81008",usa,81008,38.3150033,-104.6112154,https://maps.app.goo.gl/koqwYZu4mMuYupWN7,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,,true
Sodie's Wine & Spirits,,"5401 Phoenix Ave, Fort Smith, AR 72903",usa,72903,35.3421488,-94.3751126,https://maps.app.goo.gl/2pGsECX5S9aYiX547,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,,true
Soto Liquor Market,,,usa,90033,34.0623153,-118.1976193,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
South Federal Discount Liquors,,"3378 S Federal Blvd, Sheridan, CO 80110",usa,80110,39.6555204,-105.0247337,https://maps.app.goo.gl/XKgTKcxZuTpDfRTw7,true,Sofia Mejia,,,,,,,,,,,,,,,false,true,,,,true
South Park Liquors,,"7945 S Broadway, Littleton, CO 80122",usa,80122,39.5717561,-104.99031,https://maps.app.goo.gl/x45vRAHN3BeEyaTK7,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,true,true,true
Sovereignty Wines,,"1785 S 8th St B, Colorado Springs",usa,80905,38.8054529,-104.8399534,https://maps.app.goo.gl/cpCbgnJQhEsdReK26,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,true,,
Sports Arena Liquor,,,usa,92110,32.7526029,-117.2154956,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Springs Liquor Outlet,,"6010 Carefree Cir N, Colorado Springs, CO 80922",usa,80922,38.8859939,-104.7147052,https://maps.app.goo.gl/wvwJrZWfh17mVJso6,true,Sofia Mejia,,,,,,,,,,,,,,,false,true,,,,true
Spur Liquor,,"880 Moraine Ave, Estes Park, CO 80517",usa,,40.3643267,-105.5424949,https://maps.app.goo.gl/AwmT8gh167BkjeC78,true,Sofia Mejia,,,,,,,,,,,,,,,false,true,,true,,
Sterling Liquor Store,,,usa,72335,35.0062008,-90.7986834,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,,true
Stogies Gold Country Lounge,,,usa,95327,37.9530606,-120.4233735,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Sullivant's Liquor Store,,"8122 Cantrell Rd, Little Rock, AR 72227",usa,72227,34.7770755,-92.3657898,https://maps.app.goo.gl/dxr9dKdLL1NAxEkL7,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,true,,
Summit Store Inc.,,,usa,95033,37.1204131,-121.9287584,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Sunny Hills Liquor Jr Mart &Deli,,,usa,92835,33.9116202,-117.9307168,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Super King Corporate,,,usa,90023,34.0312404,-118.2255246,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Super Liquor,,,usa,92870,33.9044806,-117.8432917,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Supermercados Vallarta,,,usa,91406,34.2003241,-118.4830209,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Tacos al Fuego,,,usa,92504,33.8828888,-117.3692218,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Tacos Al Fuego,,,usa,92880,33.8865236,-117.5651827,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Tacos Tequila Whiskey,,"3300 W 32nd Ave, Denver, CO 80211",usa,80211,39.7619709,-105.0301028,https://maps.app.goo.gl/nX1EN43GnViXeyVb9,true,Sofia Mejia,,,,,,,,,,,,,,,,,true,,true
"Tails, Mugs, & Jugs",," 2060 US-82 B, Lake Village, AR 71653",usa,71653,33.3003696,-91.4570926,https://maps.app.goo.gl/bNa8JvrFLL7ukQKm9,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,,true
Tall Grass Liquors,,"21699 E Quincy Ave #E, Aurora",usa,80123,39.6399525,-104.7366008,https://maps.app.goo.gl/PhbiTzbUubxV5xsm7,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,true,,
Tamarind Yard Liquor,,"10639 E Briarwood Ave Unit C2, Centennial, CO 80112",usa,80112,39.5940284,-104.8657226,https://maps.app.goo.gl/vaExbbuVJ6N2AkUFA,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,true
Tarpey Wine & Spirits,,,usa,93612,36.7925,-119.7008333,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Tarzana Wine & Spirits,,,usa,91356,34.172264,-118.543962,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Teller Arms Liquor,,"2790 Belford Ave, Grand Junction, CO 81501",usa,81501,39.0756357,-108.5341464,https://maps.app.goo.gl/eQp6GNuT7typ8sC97,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,,true
Tequila Ranch Liquor Mart,,,usa,90723,33.8966938,-118.159835,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Tequila Village Mexican Cuisine Monument,,"1749 Lake Woodmoor Dr, Monument, CO 80132",usa,80132,39.0936753,-104.8593716,https://maps.app.goo.gl/xP6vxcpcKhw5x4VV9,true,Sofia Mejia,,,,,,,,,,,,,,,,false,true,,,true
Tequilas Grand Junction,,"2560 North Ave, Grand Junction, CO 81501",usa,81501,39.0776882,-108.5351449,https://maps.app.goo.gl/tYdaqqk88BLm8SML9,true,Sofia Mejia,,,,,,,,,,,,,,,,false,true,true,,
Tequila's Family Mexican Restaurant,,,usa,,39.9152033,-104.9803536,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Tequila's Mexican Restaurant,,,usa,,39.0776882,-108.5351449,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
The Axe & Ale,,"1624 S Lemay Ave #6, Fort Collins, CO 80525",usa,80525,40.566214,-105.0568994,https://maps.app.goo.gl/W2tiybg1kEwDvsCcA,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,true,,,true
The Bottle House,,,usa,92102,32.726733,-117.129892,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
The Dugout Grill & Bar,,"149 S Briggs St, Erie, CO 80516",usa,80516,40.0420732,-105.0470656,https://maps.app.goo.gl/4N2qy65SE37vjB8F6,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,true,,,true
The Fold: Botanas & Bar,,"3501 Old Cantrell Rd, Little Rock, AR 72202",usa,72202,34.7648426,-92.3114404,https://maps.app.goo.gl/j8sh5iH2UsSqE6DT8,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,,true
The Liquor Cabinet,,"210 W 3rd St, Palisade, CO 81526",usa,81526,39.1104841,-108.3524595,https://maps.app.goo.gl/h9LmtsYBUdqqVjUTA,true,Sofia Mejia,,,,,,,,,,,,,,,false,true,,,,true
The Liquor Store,,"7715 Dublin Blvd #140, Colorado Springs, CO 80923, Estados Unidos",usa,80923,38.9261589,-104.6842468,https://maps.app.goo.gl/8dWRPX1CYFuwedCQ9,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,,true
The Party Factory,,"4102 N State Line Ave, Texarkana, AR 71854",usa,71854,33.4635595,-94.0426141,https://maps.app.goo.gl/rMXiacBweH4t9Nzq5,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,,true
The Spirits Shop,,"1242 Garland Ave, Fayetteville, AR 72703",usa,72703,36.079518,-94.174908,https://maps.app.goo.gl/ZyBmbU1J61mjobsq7,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,true,,
Third Base Market & Spirits - PR,,,usa,93446,35.6293601,-120.6919538,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Thrifty Liquors,,"2521 AR-161, North Little Rock, AR 72117",usa,72117,34.776986,-92.201788,https://maps.app.goo.gl/NneykLcULnfqS2Db9,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,true,,
Tommy's On Broadway,,,usa,90802,33.7685262,-118.1782639,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Tito's Cantina Mexican Restaurant,,"1334 Cape Coral Pkwy E, Cape Coral, FL 33904, Estados Unidos",usa,33904,26.5623181,-81.947376,https://maps.app.goo.gl/PnPXwVWJKkbwFGkFA,true,Sofia Mejia,,,,,,,,,,,,,,,,false,true,true,,
Tiho's Tequila Bar & Restaurant,,"301 Main St Unit B, Windsor, CO 80550, Estados Unidos",usa,80550,40.4795395,-104.9009711,https://maps.app.goo.gl/SoJMhReGx6iLwgRa6,true,Sofia Mejia,,,,,,,,,,,,,,,,false,true,true,,true
Timnath Beverage,,"6790 Innovate Pl, Timnath, CO 80547",usa,80547,40.5222397,-104.9527493,https://maps.app.goo.gl/hQscgrBdv9yU6wscA,true,Sofia Mejia,,,,,,,,,,,,,,,false,true,,,,true
Top Shelf Liquors,,"10471 S Parker Rd a4, Parker, CO 80134",usa,80134,39.5266641,-104.7672494,https://maps.app.goo.gl/pWDQ371w3N6FvruC8,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,,true
Total Wine & More,,,usa,77056,29.7512312,-95.4624677,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Total Wine & More,,,usa,78613,30.4699147,-97.7990143,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Total Wine & More,,,usa,75231,32.8745059,-96.7682759,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Town Liquor,," 2817 Downing St. Denver, CO 80205",usa,80205,39.757442,-104.9735888,https://maps.app.goo.gl/iXeqxTkgn4XhETxg8,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,,true
Triple D Package Store,,"103 W Choctaw St, Dumas, AR 71639",usa,71639,33.8880224,-91.4930778,https://maps.app.goo.gl/K7yLfKJ9KQneXBRM7,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,,true
"Tuscany Wine & Spirits, Vape",,"6130 Austin Bluffs Pkwy, Colorado Springs, CO 80918",usa,80918,38.9214014,-104.7390692,https://maps.app.goo.gl/up6oKy6A1Z3bF73k9,true,Sofia Mejia,,,,,,,,,,,,,,,false,true,,,,true
Twins Wine & Liquor,,"9673 Prominent Point, Colorado Springs, CO 80924",usa,80924,38.9711939,-104.7421838,https://maps.app.goo.gl/6bqqRPNU12uaqecJA,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,,true
University Club of Pasadena,,,usa,91101,34.1488623,-118.1401172,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
University Wine & Spirits,,,usa,91941,32.755752,-117.0423056,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,true,
Uno Mas Liquors,,"1295 South Sheridan Blvd, lake wood, CO",usa,80232,39.6930528,-105.0536635,https://maps.app.goo.gl/ykkJJi6otTy97Rs69,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,true,
Vallarta,,,usa,91103,34.1567375,-118.1522224,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Vallarta Supermarkets,,,usa,91950,32.6813499,-117.0798762,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Vallarta Supermarkets,,,usa,92203,33.7417519,-116.2188109,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Vallarta Supermarkets,,,usa,92801,33.8313679,-117.9672045,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Vallarta Supermarkets,,,usa,90242,33.9247288,-118.1542336,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Vallarta Supermarkets,,,usa,90605,33.960722,-118.0341762,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Vallarta Supermarkets,,,usa,90043,33.987443,-118.3298462,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Vallarta Supermarkets,,,usa,90023,34.0277641,-118.2000829,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Vallarta Supermarkets,,,usa,91706,34.0831623,-117.9687551,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Vallarta Supermarkets,,,usa,91606,34.1802035,-118.3677322,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Vallarta Supermarkets,,,usa,91401,34.1887142,-118.417952,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Vallarta Supermarkets,,,usa,91303,34.2006083,-118.5948544,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Vallarta Supermarkets,,,usa,91304,34.2182708,-118.6073318,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Vallarta Supermarkets,,,usa,91325,34.2244305,-118.5365079,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Vallarta Supermarkets,,,usa,93036,34.2337676,-119.1700424,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Vallarta Supermarkets,,,usa,91343,34.236583,-118.4664138,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Vallarta Supermarkets,,,usa,91342,34.3101732,-118.4352197,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Vallarta Supermarkets,,,usa,91355,34.3804246,-118.5433167,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Vallarta Supermarkets,,,usa,92345,34.4206468,-117.2840527,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Vallarta Supermarkets,,,usa,92395,34.4752464,-117.339653,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Vallarta Supermarkets,,,usa,93550,34.5808337,-118.0958994,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Vallarta Supermarkets,,,usa,93534,34.7048014,-118.1632837,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Vallarta Supermarkets,,,usa,93454,34.9745902,-120.4362132,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Vallarta Supermarkets,,,usa,93312,35.3856957,-119.0933516,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Vallarta Supermarkets,,,usa,93274,36.2240713,-119.3382614,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Vallarta Supermarkets,,,usa,93291,36.357268,-119.2947214,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Vallarta Supermarkets,,,usa,93705,36.7707507,-119.8350495,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Vallarta Supermarkets,,,usa,93638,36.9796611,-120.0724829,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Vallarta Supermarkets Training Center,,,usa,91342,34.3116989,-118.473797,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Valley Liquor & Fine Wine,,,usa,91405,34.2046154,-118.4490134,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Vendome Wine & Spirits,,,usa,90211,34.063148,-118.383343,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Vatos Tacos + tequila,,"5815 W 89th Ave, Westminster, CO 80031",usa,80031,39.8590829,-105.0631033,https://maps.app.goo.gl/WADUKK6vyA7LPWrG6,true,Sofia Mejia,,,,,,,,,,,,,,,,false,true,,,true
Village 7 Liquor,,"4759 N Carefree Cir, Colorado Springs, CO 80917",usa,80917,38.8848168,-104.739572,https://maps.app.goo.gl/wYfuT7ti9Z6STQmW9,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,true,,true
Vista Wine & Spirits,,,usa,92071,32.8303784,-116.9752399,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Warehouse Liquor Market,,"1007 Main St, Little Rock, AR 72202",usa,72202,34.7387364,-92.2718874,https://maps.app.goo.gl/D83hmTCgAnNthaaEA,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,true,,
Warehouse Liquor Mart,,"2209 W Wildcat Reserve Pkwy, Highlands Ranch, CO 80129",usa,80129,39.6536938,-105.0311655,https://maps.app.goo.gl/vZrH8AFpjFF4jRWP8,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,true,,
Wayne's Liquor,,,usa,92861,33.8142793,-117.8205783,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Westside Liquor,,,usa,,39.5372052,-105.0140409,,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,,,,,
Whipsaw Wine & Spirits,,"1400 Dexter St A, Fort Lupton, CO 80621",usa,80621,40.0790362,-104.8042761,https://maps.app.goo.gl/2eNPk4LqGdqDBDo56,true,Sofia Mejia,,,,,,,,,,,,,,,false,true,,,,true
Whiskey's Liquor Store,,"1100 CO-92, Delta, CO 81416",usa,81416,38.750731,-108.057129,https://maps.app.goo.gl/AYmBT8QTRyA1iEoh8,true,Sofia Mejia,false,false,false,false,false,false,false,false,false,false,false,false,,false,true,,,,true
